Personagem1,Personagem2,taxaVitoria1,taxaVitoria2
donkey-kong,pac-man,49.9,50.1
donkey-kong,robin,43.04,56.96
donkey-kong,shulk,53.41,46.59
donkey-kong,bowser-jr,47.42,52.58
donkey-kong,duck-hunt,38.04,61.96
donkey-kong,ryu,51.11,48.89
donkey-kong,ken,43.75,56.25
donkey-kong,cloud,58.74,41.26
donkey-kong,corrin,58.79,41.21
donkey-kong,bayonetta,46.03,53.97
donkey-kong,inkling,53.0,47.0
donkey-kong,ridley,52.63,47.37
donkey-kong,simon,50.39,49.61
donkey-kong,richter,46.55,53.45
donkey-kong,king-k-rool,51.07,48.93
donkey-kong,isabelle,49.31,50.69
donkey-kong,incineroar,56.47,43.53
donkey-kong,piranha-plant,49.22,50.78
donkey-kong,joker,57.94,42.06
donkey-kong,hero,56.44,43.56
donkey-kong,banjo-and-kazooie,52.95,47.05
donkey-kong,terry,49.85,50.15
donkey-kong,byleth,58.03,41.97
donkey-kong,min-min,51.67,48.33
donkey-kong,steve,41.34,58.66
donkey-kong,sephiroth,58.76,41.24
donkey-kong,pyra-and-mythra,61.37,38.63
donkey-kong,kazuya,49.91,50.09
donkey-kong,sora,46.78,53.22
link,samus,43.7,56.3
link,dark-samus,40.85,59.15
link,yoshi,49.41,50.59
link,kirby,52.67,47.33
link,fox,58.55,41.45
link,pikachu,51.01,48.99
link,luigi,44.05,55.95
link,ness,48.95,51.05
link,captain-falcon,52.71,47.29
link,jigglypuff,57.55,42.45
link,peach,47.22,52.78
link,daisy,49.74,50.26
link,bowser,47.24,52.76
link,ice-climbers,50.06,49.94
link,sheik,60.57,39.43
link,zelda,42.94,57.06
link,dr-mario,45.88,54.12
link,pichu,49.72,50.28
link,falco,54.01,45.99
link,marth,61.89,38.11
link,lucina,59.99,40.01
link,young-link,55.32,44.68
link,ganondorf,49.22,50.78
link,mewtwo,60.39,39.61
link,roy,57.18,42.82
link,chrom,51.88,48.12
link,snake,37.98,62.02
link,ike,42.77,57.23
link,pokemon-trainer,49.75,50.25
link,diddy-kong,49.64,50.36
link,lucas,50.86,49.14
link,sonic,44.74,55.26
link,king-dedede,44.97,55.03
link,olimar,51.57,48.43
link,lucario,52.28,47.72
link,rob,46.19,53.81
link,toon-link,53.11,46.89
link,greninja,49.16,50.84
link,palutena,44.78,55.22
link,pac-man,47.54,52.46
link,robin,45.66,54.34
link,shulk,47.37,52.63
link,bowser-jr,46.36,53.64
link,duck-hunt,42.6,57.4
link,ryu,50.45,49.55
link,ken,41.38,58.62
link,cloud,50.5,49.5
link,corrin,56.44,43.56
link,bayonetta,38.16,61.84
link,inkling,54.27,45.73
link,ridley,53.75,46.25
link,simon,42.5,57.5
link,richter,39.22,60.78
link,king-k-rool,49.97,50.03
link,isabelle,52.18,47.82
link,incineroar,48.15,51.85
link,piranha-plant,53.86,46.14
link,joker,57.51,42.49
link,hero,47.86,52.14
link,banjo-and-kazooie,44.97,55.03
link,terry,44.47,55.53
link,byleth,55.5,44.5
link,min-min,38.13,61.87
link,steve,39.67,60.33
link,sephiroth,56.2,43.8
link,pyra-and-mythra,51.49,48.51
link,kazuya,40.01,59.99
link,sora,55.82,44.18
samus,dark-samus,49.05,50.95
samus,yoshi,55.65,44.35
samus,kirby,61.4,38.6
samus,fox,59.86,40.14
samus,pikachu,57.53,42.47
samus,luigi,52.58,47.42
samus,ness,51.34,48.66
samus,captain-falcon,54.22,45.78
samus,jigglypuff,57.53,42.47
samus,peach,52.63,47.37
samus,daisy,54.48,45.52
samus,bowser,55.61,44.39
samus,ice-climbers,50.42,49.58
samus,sheik,62.38,37.62
samus,zelda,49.06,50.94
samus,dr-mario,46.0,54.0
samus,pichu,58.29,41.71
samus,falco,54.92,45.08
samus,marth,60.47,39.53
samus,lucina,61.51,38.49
samus,young-link,57.88,42.12
samus,ganondorf,53.24,46.76
samus,mewtwo,54.69,45.31
samus,roy,57.25,42.75
samus,chrom,55.07,44.93
samus,mr-game-and-watch,52.45,47.55
samus,meta-knight,48.6,51.4
samus,pit,54.82,45.18
samus,dark-pit,57.96,42.04
samus,zero-suit-samus,51.23,48.77
samus,wario,52.8,47.2
samus,snake,46.55,53.45
samus,ike,45.52,54.48
samus,pokemon-trainer,53.7,46.3
samus,diddy-kong,52.36,47.64
samus,lucas,58.08,41.92
samus,sonic,50.48,49.52
samus,king-dedede,48.83,51.17
samus,olimar,48.72,51.28
samus,lucario,53.5,46.5
samus,rob,47.39,52.61
samus,pyra-and-mythra,54.98,45.02
samus,kazuya,48.79,51.21
dark-samus,sheik,61.33,38.67
dark-samus,zelda,48.72,51.28
dark-samus,dr-mario,48.1,51.9
dark-samus,pichu,60.18,39.82
dark-samus,falco,55.07,44.93
dark-samus,marth,61.83,38.17
dark-samus,lucina,61.52,38.48
dark-samus,young-link,56.16,43.84
dark-samus,ganondorf,54.14,45.86
dark-samus,little-mac,55.8,44.2
dark-samus,greninja,52.32,47.68
dark-samus,palutena,49.09,50.91
yoshi,fox,53.66,46.34
yoshi,pikachu,55.78,44.22
yoshi,luigi,41.04,58.96
yoshi,ness,50.66,49.34
yoshi,captain-falcon,56.13,43.87
yoshi,jigglypuff,59.67,40.33
yoshi,peach,50.88,49.12
yoshi,daisy,55.43,44.57
yoshi,bowser,50.73,49.27
yoshi,ice-climbers,49.59,50.41
yoshi,sheik,62.83,37.17
yoshi,zelda,48.36,51.64
yoshi,dr-mario,43.44,56.56
yoshi,pichu,56.16,43.84
yoshi,falco,55.25,44.75
yoshi,marth,61.2,38.8
yoshi,lucina,59.54,40.46
yoshi,young-link,51.84,48.16
yoshi,ganondorf,49.19,50.81
yoshi,wolf,52.93,47.07
yoshi,villager,47.3,52.7
yoshi,mega-man,50.77,49.23
yoshi,wii-fit-trainer,41.73,58.27
yoshi,rosalina,51.08,48.92
yoshi,little-mac,45.9,54.1
yoshi,greninja,49.59,50.41
yoshi,palutena,48.37,51.63
yoshi,pac-man,45.89,54.11
yoshi,robin,45.66,54.34
yoshi,shulk,52.97,47.03
yoshi,bowser-jr,51.19,48.81
yoshi,duck-hunt,44.13,55.87
yoshi,ryu,42.59,57.41
yoshi,ken,45.54,54.46
yoshi,cloud,49.81,50.19
yoshi,corrin,54.13,45.87
yoshi,bayonetta,41.36,58.64
yoshi,inkling,54.01,45.99
yoshi,ridley,50.97,49.03
yoshi,simon,54.39,45.61
yoshi,richter,48.07,51.93
yoshi,king-k-rool,52.01,47.99
yoshi,isabelle,50.78,49.22
yoshi,incineroar,49.19,50.81
yoshi,piranha-plant,52.06,47.94
yoshi,joker,58.65,41.35
yoshi,hero,49.87,50.13
yoshi,banjo-and-kazooie,48.21,51.79
yoshi,terry,42.87,57.13
yoshi,byleth,57.04,42.96
yoshi,min-min,44.27,55.73
yoshi,steve,43.19,56.81
yoshi,sephiroth,52.5,47.5
yoshi,pyra-and-mythra,51.48,48.52
yoshi,kazuya,43.5,56.5
yoshi,sora,48.82,51.18
kirby,fox,52.07,47.93
kirby,pikachu,46.66,53.34
kirby,luigi,31.71,68.29
kirby,ness,40.89,59.11
kirby,captain-falcon,52.57,47.43
kirby,jigglypuff,55.12,44.88
kirby,peach,46.05,53.95
kirby,daisy,51.49,48.51
kirby,bowser,44.95,55.05
kirby,ice-climbers,44.02,55.98
kirby,sheik,55.61,44.39
kirby,zelda,40.56,59.44
kirby,dr-mario,40.46,59.54
kirby,pichu,51.38,48.62
kirby,falco,52.46,47.54
kirby,marth,54.15,45.85
kirby,lucina,57.18,42.82
kirby,young-link,44.35,55.65
kirby,ganondorf,47.23,52.77
kirby,mewtwo,49.32,50.68
kirby,roy,61.37,38.63
kirby,chrom,50.42,49.58
kirby,mr-game-and-watch,36.77,63.23
kirby,meta-knight,45.86,54.14
kirby,pit,47.45,52.55
kirby,dark-pit,50.8,49.2
kirby,zero-suit-samus,51.53,48.47
kirby,wario,50.62,49.38
kirby,snake,31.3,68.7
kirby,ike,42.51,57.49
kirby,pokemon-trainer,46.37,53.63
kirby,diddy-kong,46.9,53.1
kirby,lucas,45.41,54.59
kirby,sonic,41.49,58.51
kirby,king-dedede,37.11,62.89
kirby,olimar,42.0,58.0
kirby,lucario,53.0,47.0
kirby,rob,39.11,60.89
kirby,toon-link,38.42,61.58
kirby,wolf,50.61,49.39
kirby,villager,51.53,48.47
kirby,mega-man,38.69,61.31
kirby,wii-fit-trainer,41.57,58.43
kirby,rosalina,44.0,56.0
kirby,little-mac,49.16,50.84
kirby,duck-hunt,44.28,55.72
kirby,ryu,45.15,54.85
kirby,ken,44.84,55.16
kirby,cloud,45.7,54.3
kirby,corrin,51.08,48.92
kirby,bayonetta,42.3,57.7
kirby,inkling,43.9,56.1
kirby,ridley,44.58,55.42
kirby,simon,28.78,71.22
fox,luigi,32.24,67.76
fox,ness,34.86,65.14
fox,captain-falcon,49.62,50.38
fox,jigglypuff,53.84,46.16
fox,peach,45.58,54.42
fox,daisy,52.86,47.14
fox,bowser,43.33,56.67
fox,ice-climbers,37.33,62.67
fox,sheik,59.49,40.51
fox,zelda,43.82,56.18
fox,dr-mario,40.38,59.62
fox,pichu,47.79,52.21
fox,falco,47.86,52.14
fox,marth,55.47,44.53
fox,lucina,55.47,44.53
fox,young-link,43.83,56.17
fox,ganondorf,48.42,51.58
fox,mewtwo,55.19,44.81
fox,roy,50.66,49.34
fox,chrom,51.83,48.17
fox,mr-game-and-watch,44.62,55.38
fox,meta-knight,47.72,52.28
fox,pit,54.25,45.75
fox,dark-pit,56.73,43.27
fox,zero-suit-samus,47.27,52.73
fox,wario,45.07,54.93
fox,snake,39.21,60.79
fox,ike,46.63,53.37
fox,pokemon-trainer,44.43,55.57
fox,diddy-kong,47.04,52.96
fox,lucas,46.67,53.33
fox,sonic,46.28,53.72
fox,king-dedede,44.51,55.49
fox,olimar,42.78,57.22
fox,lucario,51.72,48.28
fox,rob,40.15,59.85
fox,toon-link,44.87,55.13
fox,wolf,48.19,51.81
fox,villager,45.05,54.95
fox,mega-man,41.33,58.67
fox,wii-fit-trainer,47.08,52.92
fox,rosalina,43.43,56.57
fox,little-mac,47.62,52.38
fox,greninja,48.68,51.32
fox,ryu,43.77,56.23
fox,ken,34.94,65.06
fox,cloud,47.53,52.47
fox,corrin,53.8,46.2
fox,bayonetta,41.52,58.48
fox,inkling,49.18,50.82
fox,ridley,43.02,56.98
fox,simon,37.01,62.99
fox,richter,35.63,64.37
fox,king-k-rool,50.38,49.62
fox,isabelle,40.19,59.81
fox,incineroar,38.91,61.09
fox,piranha-plant,47.74,52.26
fox,joker,56.27,43.73
fox,hero,48.96,51.04
fox,banjo-and-kazooie,45.79,54.21
fox,terry,42.33,57.67
fox,byleth,53.47,46.53
fox,min-min,37.72,62.28
fox,steve,38.67,61.33
fox,sephiroth,51.05,48.95
fox,pyra-and-mythra,54.81,45.19
fox,kazuya,38.55,61.45
fox,sora,50.41,49.59
pikachu,luigi,37.86,62.14
pikachu,ness,38.98,61.02
pikachu,captain-falcon,52.15,47.85
pikachu,jigglypuff,55.12,44.88
pikachu,peach,46.45,53.55
pikachu,daisy,57.3,42.7
pikachu,bowser,48.4,51.6
pikachu,ice-climbers,40.13,59.87
pikachu,sheik,62.47,37.53
pikachu,zelda,40.89,59.11
pikachu,dr-mario,41.81,58.19
pikachu,pichu,53.46,46.54
pikachu,falco,56.11,43.89
pikachu,marth,58.81,41.19
pikachu,lucina,60.31,39.69
pikachu,young-link,51.22,48.78
pikachu,ganondorf,50.98,49.02
pikachu,mewtwo,50.95,49.05
pikachu,roy,54.92,45.08
pikachu,chrom,51.23,48.77
pikachu,mr-game-and-watch,46.1,53.9
pikachu,villager,46.79,53.21
pikachu,mega-man,46.28,53.72
pikachu,wii-fit-trainer,49.11,50.89
pikachu,rosalina,48.45,51.55
pikachu,little-mac,47.59,52.41
pikachu,greninja,49.26,50.74
pikachu,palutena,44.49,55.51
pikachu,pac-man,42.86,57.14
pikachu,robin,45.0,55.0
pikachu,shulk,48.79,51.21
pikachu,bowser-jr,43.98,56.02
pikachu,duck-hunt,40.99,59.01
pikachu,ryu,39.08,60.92
pikachu,banjo-and-kazooie,44.08,55.92
pikachu,terry,46.79,53.21
pikachu,byleth,57.3,42.7
pikachu,min-min,42.68,57.32
pikachu,steve,38.55,61.45
pikachu,sephiroth,54.75,45.25
pikachu,pyra-and-mythra,51.16,48.84
pikachu,kazuya,45.17,54.83
pikachu,sora,52.2,47.8
luigi,ness,47.93,52.07
luigi,captain-falcon,63.66,36.34
luigi,mr-game-and-watch,57.14,42.86
luigi,meta-knight,59.45,40.55
luigi,pit,64.14,35.86
luigi,dark-pit,64.39,35.61
luigi,zero-suit-samus,52.39,47.61
luigi,wario,64.96,35.04
luigi,snake,45.92,54.08
luigi,ike,50.66,49.34
luigi,pokemon-trainer,62.02,37.98
luigi,diddy-kong,57.08,42.92
luigi,lucas,49.76,50.24
luigi,sonic,48.59,51.41
luigi,king-dedede,55.22,44.78
luigi,olimar,52.52,47.48
luigi,lucario,58.33,41.67
luigi,rob,47.62,52.38
luigi,toon-link,52.61,47.39
luigi,wolf,59.31,40.69
luigi,villager,53.13,46.87
luigi,mega-man,49.55,50.45
luigi,wii-fit-trainer,49.3,50.7
luigi,rosalina,51.09,48.91
luigi,little-mac,61.31,38.69
luigi,greninja,56.14,43.86
luigi,palutena,49.6,50.4
luigi,pac-man,44.48,55.52
luigi,robin,40.26,59.74
luigi,shulk,52.34,47.66
luigi,bowser-jr,51.73,48.27
luigi,duck-hunt,41.98,58.02
luigi,ryu,48.81,51.19
luigi,ken,50.75,49.25
luigi,cloud,55.18,44.82
luigi,corrin,60.31,39.69
luigi,bayonetta,50.48,49.52
luigi,inkling,55.66,44.34
luigi,ridley,54.49,45.51
luigi,simon,49.17,50.83
luigi,richter,44.02,55.98
luigi,king-k-rool,57.34,42.66
luigi,isabelle,50.6,49.4
luigi,incineroar,54.51,45.49
luigi,piranha-plant,54.94,45.06
luigi,joker,62.27,37.73
luigi,hero,50.27,49.73
luigi,banjo-and-kazooie,53.87,46.13
luigi,terry,50.58,49.42
luigi,byleth,65.87,34.13
luigi,min-min,42.87,57.13
luigi,steve,39.08,60.92
luigi,sephiroth,53.41,46.59
ness,ganondorf,54.83,45.17
ness,mewtwo,59.02,40.98
ness,roy,60.37,39.63
ness,chrom,53.62,46.38
ness,mr-game-and-watch,51.77,48.23
ness,meta-knight,51.61,48.39
ness,pit,55.7,44.3
ness,dark-pit,59.33,40.67
ness,zero-suit-samus,53.99,46.01
ness,wario,53.57,46.43
ness,snake,49.42,50.58
ness,ike,47.12,52.88
ness,pokemon-trainer,54.92,45.08
ness,diddy-kong,52.77,47.23
ness,lucas,53.45,46.55
ness,sonic,49.1,50.9
ness,king-dedede,43.05,56.95
ness,olimar,50.15,49.85
ness,lucario,60.38,39.62
ness,rob,45.15,54.85
ness,toon-link,49.01,50.99
ness,wolf,58.88,41.12
ness,villager,51.2,48.8
ness,mega-man,46.6,53.4
ness,wii-fit-trainer,48.61,51.39
ness,rosalina,49.38,50.62
ness,little-mac,57.13,42.87
ness,greninja,55.94,44.06
ness,palutena,45.2,54.8
ness,pac-man,46.36,53.64
ness,robin,40.86,59.14
ness,shulk,47.54,52.46
ness,bowser-jr,48.82,51.18
ness,duck-hunt,41.46,58.54
ness,ryu,47.16,52.84
ness,ken,48.25,51.75
ness,cloud,51.73,48.27
ness,corrin,56.88,43.12
ness,bayonetta,43.44,56.56
ness,inkling,56.46,43.54
ness,ridley,53.72,46.28
ness,simon,41.95,58.05
ness,richter,42.37,57.63
ness,king-k-rool,56.14,43.86
ness,isabelle,50.41,49.59
ness,incineroar,55.56,44.44
ness,piranha-plant,51.93,48.07
ness,joker,60.89,39.11
ness,hero,50.74,49.26
ness,banjo-and-kazooie,47.36,52.64
captain-falcon,ice-climbers,41.65,58.35
captain-falcon,sheik,53.83,46.17
captain-falcon,zelda,44.35,55.65
captain-falcon,dr-mario,47.29,52.71
captain-falcon,pichu,47.04,52.96
captain-falcon,falco,51.74,48.26
captain-falcon,marth,59.74,40.26
captain-falcon,lucina,56.09,43.91
captain-falcon,young-link,48.24,51.76
captain-falcon,ganondorf,50.05,49.95
captain-falcon,mewtwo,51.73,48.27
captain-falcon,roy,53.62,46.38
captain-falcon,chrom,50.29,49.71
captain-falcon,mr-game-and-watch,45.03,54.97
captain-falcon,meta-knight,47.37,52.63
captain-falcon,pit,53.26,46.74
captain-falcon,dark-pit,53.96,46.04
captain-falcon,zero-suit-samus,49.33,50.67
captain-falcon,wario,46.51,53.49
captain-falcon,snake,40.3,59.7
captain-falcon,ike,43.05,56.95
captain-falcon,pokemon-trainer,46.17,53.83
captain-falcon,diddy-kong,44.88,55.12
captain-falcon,shulk,46.83,53.17
captain-falcon,bowser-jr,40.17,59.83
captain-falcon,duck-hunt,42.39,57.61
captain-falcon,ryu,38.07,61.93
captain-falcon,ken,35.99,64.01
captain-falcon,cloud,52.33,47.67
captain-falcon,corrin,55.25,44.75
captain-falcon,bayonetta,43.64,56.36
captain-falcon,inkling,41.76,58.24
captain-falcon,ridley,42.82,57.18
captain-falcon,simon,41.25,58.75
captain-falcon,richter,36.84,63.16
captain-falcon,king-k-rool,46.98,53.02
captain-falcon,isabelle,44.58,55.42
captain-falcon,incineroar,49.34,50.66
captain-falcon,piranha-plant,51.73,48.27
captain-falcon,joker,54.23,45.77
captain-falcon,hero,49.91,50.09
captain-falcon,banjo-and-kazooie,47.52,52.48
captain-falcon,terry,43.03,56.97
captain-falcon,byleth,56.74,43.26
captain-falcon,min-min,38.89,61.11
captain-falcon,steve,38.06,61.94
captain-falcon,sephiroth,54.51,45.49
captain-falcon,pyra-and-mythra,56.45,43.55
jigglypuff,mewtwo,50.1,49.9
jigglypuff,roy,54.8,45.2
jigglypuff,chrom,47.3,52.7
jigglypuff,mr-game-and-watch,42.4,57.6
jigglypuff,meta-knight,47.32,52.68
jigglypuff,pit,48.24,51.76
jigglypuff,dark-pit,52.92,47.08
jigglypuff,zero-suit-samus,45.08,54.92
jigglypuff,wario,48.73,51.27
jigglypuff,snake,33.98,66.02
jigglypuff,ike,41.17,58.83
jigglypuff,little-mac,48.74,51.26
jigglypuff,greninja,47.1,52.9
jigglypuff,palutena,38.3,61.7
jigglypuff,pac-man,36.58,63.42
jigglypuff,robin,37.48,62.52
jigglypuff,shulk,48.4,51.6
jigglypuff,bowser-jr,42.38,57.62
jigglypuff,duck-hunt,36.34,63.66
jigglypuff,ryu,43.03,56.97
jigglypuff,ken,38.43,61.57
jigglypuff,cloud,45.35,54.65
jigglypuff,corrin,48.93,51.07
jigglypuff,bayonetta,30.32,69.68
jigglypuff,inkling,52.13,47.87
jigglypuff,ridley,47.08,52.92
jigglypuff,simon,46.15,53.85
jigglypuff,richter,42.06,57.94
jigglypuff,king-k-rool,46.67,53.33
jigglypuff,isabelle,41.77,58.23
peach,zelda,51.42,48.58
peach,dr-mario,41.89,58.11
peach,pichu,52.97,47.03
peach,falco,52.19,47.81
peach,marth,58.67,41.33
peach,lucina,62.4,37.6
peach,young-link,53.95,46.05
peach,ganondorf,54.63,45.37
peach,mewtwo,57.94,42.06
peach,villager,50.75,49.25
peach,mega-man,50.42,49.58
peach,wii-fit-trainer,40.91,59.09
peach,rosalina,47.56,52.44
peach,little-mac,49.54,50.46
peach,greninja,51.87,48.13
peach,palutena,47.34,52.66
peach,pac-man,48.02,51.98
peach,robin,43.0,57.0
peach,shulk,54.01,45.99
peach,bowser-jr,52.23,47.77
peach,duck-hunt,41.58,58.42
peach,ryu,50.48,49.52
peach,ken,45.52,54.48
peach,cloud,46.56,53.44
peach,corrin,52.02,47.98
peach,bayonetta,46.11,53.89
peach,inkling,52.41,47.59
peach,ridley,51.22,48.78
peach,simon,48.12,51.88
peach,richter,49.35,50.65
peach,king-k-rool,57.95,42.05
peach,isabelle,52.62,47.38
peach,incineroar,51.63,48.37
peach,piranha-plant,53.7,46.3
peach,joker,56.02,43.98
peach,hero,50.83,49.17
peach,banjo-and-kazooie,48.61,51.39
peach,terry,46.59,53.41
peach,byleth,56.36,43.64
peach,min-min,40.92,59.08
peach,steve,41.21,58.79
peach,sephiroth,55.84,44.16
peach,pyra-and-mythra,54.84,45.16
peach,kazuya,46.57,53.43
peach,sora,50.62,49.38
daisy,bowser,45.97,54.03
daisy,ice-climbers,36.36,63.64
daisy,sheik,59.0,41.0
daisy,zelda,49.42,50.58
daisy,dr-mario,47.06,52.94
daisy,pichu,48.33,51.67
daisy,falco,50.0,50.0
daisy,marth,51.7,48.3
daisy,lucina,62.25,37.75
daisy,young-link,56.68,43.32
daisy,ganondorf,55.92,44.08
daisy,mewtwo,53.37,46.63
daisy,roy,59.23,40.77
daisy,chrom,52.15,47.85
daisy,mr-game-and-watch,51.48,48.52
daisy,meta-knight,52.14,47.86
daisy,pit,51.52,48.48
daisy,dark-pit,48.78,51.22
daisy,zero-suit-samus,48.71,51.29
daisy,wario,54.14,45.86
daisy,snake,37.41,62.59
daisy,ike,49.65,50.35
daisy,pokemon-trainer,46.14,53.86
daisy,diddy-kong,44.84,55.16
daisy,lucas,56.84,43.16
daisy,sonic,44.38,55.62
daisy,king-dedede,37.28,62.72
daisy,olimar,54.63,45.37
daisy,lucario,48.0,52.0
daisy,rob,51.22,48.78
daisy,toon-link,47.87,52.13
daisy,wolf,48.6,51.4
daisy,villager,47.47,52.53
daisy,mega-man,43.72,56.28
daisy,wii-fit-trainer,42.91,57.09
daisy,rosalina,49.59,50.41
daisy,little-mac,53.67,46.33
daisy,greninja,44.83,55.17
daisy,palutena,47.21,52.79
daisy,pac-man,38.17,61.83
daisy,robin,42.19,57.81
daisy,shulk,45.88,54.12
daisy,bowser-jr,52.23,47.77
daisy,duck-hunt,39.69,60.31
daisy,ryu,41.12,58.88
daisy,ken,39.68,60.32
daisy,cloud,46.18,53.82
daisy,corrin,56.0,44.0
daisy,bayonetta,50.61,49.39
daisy,inkling,54.39,45.61
daisy,ridley,56.11,43.89
daisy,simon,41.67,58.33
daisy,richter,39.81,60.19
daisy,king-k-rool,56.22,43.78
daisy,isabelle,45.63,54.37
daisy,incineroar,46.39,53.61
daisy,piranha-plant,49.18,50.82
daisy,joker,53.56,46.44
daisy,hero,50.0,50.0
daisy,banjo-and-kazooie,46.51,53.49
daisy,terry,40.7,59.3
daisy,byleth,58.47,41.53
daisy,min-min,40.26,59.74
daisy,steve,38.95,61.05
daisy,sephiroth,50.77,49.23
daisy,pyra-and-mythra,54.45,45.55
daisy,kazuya,42.47,57.53
daisy,sora,52.05,47.95
bowser,ice-climbers,48.26,51.74
bowser,sheik,59.64,40.36
bowser,zelda,48.01,51.99
bowser,dr-mario,47.24,52.76
bowser,pichu,48.12,51.88
bowser,falco,51.12,48.88
bowser,marth,60.38,39.62
bowser,lucina,59.67,40.33
bowser,young-link,52.01,47.99
bowser,ganondorf,46.78,53.22
bowser,mewtwo,51.16,48.84
bowser,roy,53.64,46.36
bowser,chrom,53.3,46.7
bowser,mr-game-and-watch,49.59,50.41
bowser,meta-knight,52.51,47.49
bowser,pit,54.52,45.48
bowser,dark-pit,55.2,44.8
bowser,zero-suit-samus,51.04,48.96
bowser,wario,51.13,48.87
bowser,snake,42.6,57.4
bowser,ike,47.68,52.32
bowser,pokemon-trainer,52.83,47.17
bowser,diddy-kong,49.45,50.55
bowser,lucas,50.14,49.86
bowser,sonic,45.2,54.8
bowser,king-dedede,40.4,59.6
bowser,olimar,46.27,53.73
bowser,lucario,56.24,43.76
bowser,rob,44.55,55.45
bowser,toon-link,48.77,51.23
bowser,wolf,55.89,44.11
bowser,villager,43.28,56.72
bowser,mega-man,44.05,55.95
bowser,wii-fit-trainer,44.01,55.99
bowser,rosalina,49.34,50.66
bowser,little-mac,50.13,49.87
bowser,greninja,50.43,49.57
bowser,palutena,45.21,54.79
bowser,pac-man,45.41,54.59
bowser,robin,42.54,57.46
bowser,shulk,53.14,46.86
bowser,bowser-jr,43.75,56.25
bowser,duck-hunt,37.53,62.47
bowser,ryu,50.66,49.34
bowser,ken,40.91,59.09
bowser,cloud,57.84,42.16
bowser,corrin,58.31,41.69
bowser,bayonetta,46.26,53.74
bowser,inkling,47.73,52.27
bowser,ridley,47.84,52.16
bowser,simon,38.08,61.92
bowser,richter,43.73,56.27
bowser,king-k-rool,49.83,50.17
bowser,isabelle,49.68,50.32
bowser,incineroar,50.66,49.34
bowser,piranha-plant,47.62,52.38
bowser,joker,54.97,45.03
bowser,hero,49.57,50.43
bowser,banjo-and-kazooie,46.71,53.29
bowser,terry,52.61,47.39
bowser,byleth,54.93,45.07
bowser,min-min,40.78,59.22
bowser,steve,36.3,63.7
bowser,sephiroth,54.83,45.17
bowser,pyra-and-mythra,56.3,43.7
bowser,kazuya,41.24,58.76
bowser,sora,51.56,48.44
ice-climbers,sheik,55.68,44.32
ice-climbers,zelda,37.0,63.0
ice-climbers,dr-mario,52.72,47.28
ice-climbers,pichu,65.87,34.13
ice-climbers,falco,61.14,38.86
ice-climbers,marth,58.53,41.47
ice-climbers,lucina,61.19,38.81
ice-climbers,young-link,56.51,43.49
ice-climbers,ganondorf,60.89,39.11
ice-climbers,mewtwo,67.67,32.33
ice-climbers,roy,61.77,38.23
ice-climbers,chrom,50.61,49.39
ice-climbers,mr-game-and-watch,50.05,49.95
